0.0,535336.5179587695,.,.
1.0,366305.29457179044,-169031.22338697902,22.76299615851152
2.0,285512.0874969278,-80793.20707486261,12.087424744693907
3.0,247881.37067846613,-37630.71681846169,8.011234885656485
4.0,226754.89739221343,-21126.4732862527,5.951370846403237
5.0,213107.75861977608,-13647.138772437349,5.11482952255786
6.0,202717.6332456732,-10390.125374102878,3.8508036345300605
7.0,195110.92995090605,-7606.703294767154,2.691269473228045
8.0,189892.3235406511,-5218.606410254957,1.9782551906670258
9.0,186591.67396947872,-3300.649571172369,1.4608591406973
10.0,184616.26607838453,-1975.4078910941898,0.9319203999846097
11.0,183417.30356605476,-1198.9625123297737,0.6210777633100387
12.0,182704.62082885602,-712.6827371987456,0.4596825962549031
13.0,182239.33285044285,-465.28797841316555,0.4305221143779401
14.0,181893.03934561112,-346.2935048317304,0.6658310028573222
15.0,181618.1765101027,-274.862835508422,0.7237469599185127
16.0,181434.80274468608,-183.37376541661797,0.3400031185515341
17.0,181336.75118279769,-98.05156188839464,0.1767854213790883
18.0,181285.6049543568,-51.14622844089172,0.10854179365314012
19.0,181252.1459739538,-33.45898040299653,0.07877380173707371
20.0,181230.19506815518,-21.950905798614258,0.0637885541058566
21.0,181212.62144941709,-17.57361873809714,0.052245863362892074
22.0,181201.03753270462,-11.583916712464998,0.04293070942997333
23.0,181193.15688310208,-7.880649602535414,0.03665310569257157
24.0,181189.30672746638,-3.850155635707779,0.026527938374181635
25.0,181187.54861812398,-1.7581093423941638,0.018022797826734088
26.0,181186.70247019714,-0.8461479268444236,0.0157952610166883
27.0,181185.9242644325,-0.7782057646254543,0.011542690742964528
28.0,181185.57404740434,-0.3502170281717554,0.009315153932918742
29.0,181185.3739758984,-0.20007150594028644,0.0072901204692407545
30.0,181185.22010391857,-0.1538719798263628,0.004455073620091572
31.0,181185.17667521155,-0.04342870702384971,0.0028350468491491823
32.0,181185.1414892338,-0.035185977758374065,0.0036450602346203773
33.0,181185.1141213435,-0.02736789028858766,0.0026325435027813836
34.0,181185.10807160984,-0.006049733667168766,0.0018225301173101886
35.0,181185.10683734887,-0.0012342609697952867,2.0250334636779874E-4
36.0,181185.10673879253,-9.855633834376931E-5,2.0250334636779874E-4
37.0,181185.10666208572,-7.670681225135922E-5,2.0250334636779874E-4
38.0,181185.10659089376,-7.119195652194321E-5,2.0250334636779874E-4
39.0,181185.1065503097,-4.058406921103597E-5,0.0
