.,40.0,-1,-1,.,.,.,3823.0
.,7.0,-1,-1,.,.,.,6922.0
.,204.0,-1,-1,.,.,.,1828.0
.,48.0,-1,-1,.,.,.,3554.0
.,22.0,-1,-1,.,.,.,4834.0
.,8.0,-1,-1,.,.,.,6748.0
.,5.0,-1,-1,.,.,.,7886.0
.,5.0,-1,-1,.,.,.,1079.0
.,14.0,-1,-1,.,.,.,5655.0
.,63.0,-1,-1,.,.,.,3175.0
.,6.0,-1,-1,.,.,.,7244.0
.,122.0,-1,-1,.,.,.,2361.0
.,16.0,-1,-1,.,.,.,5393.0
.,44.0,-1,-1,.,.,.,3668.0
.,8.0,-1,-1,.,.,.,6748.0
.,5.0,-1,-1,.,.,.,7886.0
.,6.0,-1,-1,.,.,.,7244.0
.,6.0,-1,-1,.,.,.,7244.0
.,5.0,-1,-1,.,.,.,7886.0
.,36.0,-1,-1,.,.,.,3970.0
.,34.0,-1,-1,.,.,.,4062.0
.,15.0,-1,-1,.,.,.,5513.0
.,5.0,-1,-1,.,.,.,7886.0
.,72.0,-1,-1,.,.,.,3002.0
.,26.0,-1,-1,.,.,.,4548.0
.,41.0,-1,-1,.,.,.,3782.0
.,610.0,-1,-1,.,.,.,920.0
.,54.0,-1,-1,.,.,.,3390.0
.,89.0,-1,-1,.,.,.,1388.0
.,196.0,-1,-1,.,.,.,1868.0
.,20.0,-1,-1,.,.,.,4989.0
.,7.0,-1,-1,.,.,.,6922.0
.,176.0,-1,-1,.,.,.,1978.0
.,64.0,-1,-1,.,.,.,3155.0
.,5.0,-1,-1,.,.,.,4910.0
.,222.0,-1,-1,.,.,.,1741.0
.,9.0,-1,-1,.,.,.,6642.0
.,651.0,-1,-1,.,.,.,879.0
.,19.0,-1,-1,.,.,.,4120.0
.,12.0,-1,-1,.,.,.,5940.0
.,5.0,-1,-1,.,.,.,7886.0
.,1023.0,-1,-1,.,.,.,625.0
.,66.0,-1,-1,.,.,.,3116.0
.,50.0,-1,-1,.,.,.,3498.0
.,5.0,-1,-1,.,.,.,7886.0
.,156.0,-1,-1,.,.,.,2095.0
.,7.0,-1,-1,.,.,.,6922.0
.,627.0,-1,-1,.,.,.,730.0
.,21.0,-1,-1,.,.,.,4910.0
.,437.0,-1,-1,.,.,.,1172.0
.,7.0,-1,-1,.,.,.,6922.0
.,13.0,-1,-1,.,.,.,5776.0
.,5.0,-1,-1,.,.,.,7886.0
.,78.0,-1,-1,.,.,.,2916.0
.,29.0,-1,-1,.,.,.,4356.0
.,5.0,-1,-1,.,.,.,7886.0
.,163.0,-1,-1,.,.,.,2056.0
.,15.0,-1,-1,.,.,.,5513.0
.,16.0,-1,-1,.,.,.,5393.0
