1960.0,1955.0,1965.0,3000.0,2500.0,3500.0,488.0,.,.,.,.,1.0,488.0,.,.,.,.
1960.0,1955.0,1965.0,4000.0,3500.0,4500.0,215.0,.,.,.,.,1.0,215.0,.,.,.,.
1960.0,1955.0,1965.0,5000.0,4500.0,5500.0,159.0,.,.,.,.,1.0,159.0,.,.,.,.
1960.0,1955.0,1965.0,6000.0,5500.0,6500.0,54.0,.,.,.,.,1.0,54.0,.,.,.,.
1960.0,1955.0,1965.0,7000.0,6500.0,7500.0,32.0,.,.,.,.,1.0,32.0,.,.,.,.
1960.0,1955.0,1965.0,8000.0,7500.0,8500.0,19.0,.,.,.,.,1.0,19.0,.,.,.,.
1960.0,1955.0,1965.0,9000.0,8500.0,9500.0,20.0,.,.,.,.,1.0,20.0,.,.,.,.
1970.0,1965.0,1975.0,0.0,-500.0,500.0,.,.,.,44342.0,.,4.0,.,.,.,44342.0,.
1970.0,1965.0,1975.0,1000.0,500.0,1500.0,.,.,3683.0,2740.0,.,3.0,.,.,3683.0,.,.
1970.0,1965.0,1975.0,2000.0,1500.0,2500.0,10.0,.,1176.0,.,.,3.0,.,.,1176.0,.,.
1970.0,1965.0,1975.0,3000.0,2500.0,3500.0,315.0,.,.,.,.,1.0,315.0,.,.,.,.
1970.0,1965.0,1975.0,4000.0,3500.0,4500.0,138.0,.,.,.,.,1.0,138.0,.,.,.,.
1970.0,1965.0,1975.0,5000.0,4500.0,5500.0,54.0,.,.,.,.,1.0,54.0,.,.,.,.
1970.0,1965.0,1975.0,6000.0,5500.0,6500.0,33.0,.,.,.,.,1.0,33.0,.,.,.,.
1970.0,1965.0,1975.0,7000.0,6500.0,7500.0,7.0,.,.,.,.,1.0,7.0,.,.,.,.
1970.0,1965.0,1975.0,8000.0,7500.0,8500.0,11.0,.,.,.,.,1.0,11.0,.,.,.,.
1970.0,1965.0,1975.0,9000.0,8500.0,9500.0,2.0,.,.,.,.,1.0,2.0,.,.,.,.
1980.0,1975.0,1985.0,0.0,-500.0,500.0,.,.,.,46407.0,.,4.0,.,.,.,46407.0,.
1980.0,1975.0,1985.0,1000.0,500.0,1500.0,.,.,3617.0,2825.0,.,3.0,.,.,3617.0,.,.
1980.0,1975.0,1985.0,2000.0,1500.0,2500.0,1.0,.,889.0,.,.,3.0,.,.,889.0,.,.
1980.0,1975.0,1985.0,3000.0,2500.0,3500.0,307.0,.,.,.,.,1.0,307.0,.,.,.,.
1980.0,1975.0,1985.0,4000.0,3500.0,4500.0,85.0,.,.,.,.,1.0,85.0,.,.,.,.
1980.0,1975.0,1985.0,5000.0,4500.0,5500.0,21.0,.,.,.,.,1.0,21.0,.,.,.,.
1980.0,1975.0,1985.0,6000.0,5500.0,6500.0,24.0,.,.,.,.,1.0,24.0,.,.,.,.
1980.0,1975.0,1985.0,7000.0,6500.0,7500.0,6.0,.,.,.,.,1.0,6.0,.,.,.,.
1990.0,1985.0,1995.0,0.0,-500.0,500.0,.,.,.,10051.0,33731.0,5.0,.,.,.,.,33731.0
1990.0,1985.0,1995.0,1000.0,500.0,1500.0,.,.,3086.0,1134.0,1858.0,3.0,.,.,3086.0,.,.
1990.0,1985.0,1995.0,2000.0,1500.0,2500.0,3.0,.,965.0,.,.,3.0,.,.,965.0,.,.
1990.0,1985.0,1995.0,3000.0,2500.0,3500.0,324.0,.,.,.,.,1.0,324.0,.,.,.,.
1990.0,1985.0,1995.0,4000.0,3500.0,4500.0,102.0,.,.,.,.,1.0,102.0,.,.,.,.
1990.0,1985.0,1995.0,5000.0,4500.0,5500.0,40.0,.,.,.,.,1.0,40.0,.,.,.,.
1990.0,1985.0,1995.0,6000.0,5500.0,6500.0,19.0,.,.,.,.,1.0,19.0,.,.,.,.
1990.0,1985.0,1995.0,7000.0,6500.0,7500.0,11.0,.,.,.,.,1.0,11.0,.,.,.,.
1990.0,1985.0,1995.0,8000.0,7500.0,8500.0,4.0,.,.,.,.,1.0,4.0,.,.,.,.
2000.0,1995.0,2005.0,0.0,-500.0,500.0,.,.,.,.,41532.0,5.0,.,.,.,.,41532.0
2000.0,1995.0,2005.0,1000.0,500.0,1500.0,.,.,1411.0,.,2546.0,5.0,.,.,.,.,2546.0
2000.0,1995.0,2005.0,2000.0,1500.0,2500.0,.,.,486.0,.,.,3.0,.,.,486.0,.,.
2000.0,1995.0,2005.0,3000.0,2500.0,3500.0,161.0,.,.,.,.,1.0,161.0,.,.,.,.
2000.0,1995.0,2005.0,4000.0,3500.0,4500.0,47.0,.,.,.,.,1.0,47.0,.,.,.,.
2000.0,1995.0,2005.0,5000.0,4500.0,5500.0,6.0,.,.,.,.,1.0,6.0,.,.,.,.
2010.0,2005.0,2015.0,0.0,-500.0,500.0,.,.,.,.,40211.0,5.0,.,.,.,.,40211.0
2010.0,2005.0,2015.0,1000.0,500.0,1500.0,.,.,509.0,.,1547.0,5.0,.,.,.,.,1547.0
2010.0,2005.0,2015.0,2000.0,1500.0,2500.0,.,.,219.0,.,.,3.0,.,.,219.0,.,.
2010.0,2005.0,2015.0,3000.0,2500.0,3500.0,72.0,.,1.0,.,.,1.0,72.0,.,.,.,.
2010.0,2005.0,2015.0,4000.0,3500.0,4500.0,8.0,.,.,.,.,1.0,8.0,.,.,.,.
2020.0,2015.0,2025.0,0.0,-500.0,500.0,.,.,.,.,30332.0,5.0,.,.,.,.,30332.0
2020.0,2015.0,2025.0,1000.0,500.0,1500.0,.,.,140.0,.,664.0,5.0,.,.,.,.,664.0
2020.0,2015.0,2025.0,2000.0,1500.0,2500.0,.,.,67.0,.,.,3.0,.,.,67.0,.,.
2020.0,2015.0,2025.0,3000.0,2500.0,3500.0,5.0,.,.,.,.,1.0,5.0,.,.,.,.
