-1,781,583
-1,781,581
-1,716,585
-1,781,584
-1,744,582
-1,716,587
-1,716,592
-1,716,603
-1,716,590
-1,781,602
-1,738,588
-1,781,586
-1,758,157
-1,781,589
-1,758,303
-1,737,633
-1,716,311
-1,781,608
-1,788,591
-1,738,596
-1,781,629
-1,716,620
-1,795,616
-1,716,593
-1,716,618
-1,759,626
-1,716,607
-1,716,598
-1,716,599
-1,716,634
-1,758,597
-1,744,313
-1,781,659
-1,758,639
-1,781,613
-1,788,625
-1,716,623
-1,737,630
-1,781,604
-1,716,651
-1,737,637
-1,781,609
-1,716,647
-1,738,50
-1,763,164
-1,792,665
-1,716,627
-1,716,621
-1,781,605
-1,792,671
-1,788,628
-1,716,624
-1,792,664
-1,788,25
-1,759,642
-1,758,635
-1,716,601
-1,758,649
-1,716,695
-1,792,306
-1,758,328
-1,788,657
-1,758,638
-1,781,611
-1,716,175
-1,716,617
-1,762,684
-1,716,693
-1,781,646
-1,788,29
-1,781,675
-1,716,619
-1,758,661
-1,738,49
-1,792,640
-1,716,643
-1,744,631
-1,738,51
-1,795,652
-1,758,612
-1,795,666
-1,792,663
-1,788,653
-1,716,698
-1,716,641
-1,758,648
-1,716,694
-1,781,690
-1,792,57
-1,789,103
-1,744,23
-1,792,58
-1,788,106
-1,781,692
-1,792,669
-1,744,660
-1,744,36
-1,716,18
-1,781,686
-1,781,688
-1,738,114
-1,762,63
-1,762,15
-1,738,117
-1,795,662
-1,781,65
-1,744,39
-1,792,670
-1,744,67
-1,716,123
-1,792,68
-1,781,125
-1,795,668
-1,795,654
-1,792,70
-1,781,614
-1,792,650
-1,716,71
-1,792,697
-1,782,72
-1,781,606
-1,781,685
-1,788,27
-1,795,658
-1,792,699
-1,744,75
-1,788,76
-1,782,44
-1,758,636
-1,788,656
-1,782,45
-1,716,20
-1,762,146
-1,744,79
-1,792,700
-1,788,703
-1,762,81
-1,762,46
-1,788,82
-1,744,47
-1,745,154
-1,744,83
-1,744,84
-1,716,16
-1,758,158
-1,716,689
-1,745,160
-1,737,682
-1,792,87
-1,763,163
-1,781,691
-1,758,645
-1,758,166
-1,781,674
-1,792,90
-1,758,169
-1,792,91
-1,758,171
-1,783,172
-1,716,676
-1,781,679
-1,744,52
-1,716,176
-1,788,177
-1,744,178
-1,781,673
-1,792,672
-1,744,33
-1,744,182
-1,716,97
-1,781,680
-1,716,185
-1,781,186
-1,744,99
-1,781,188
-1,792,56
-1,744,34
-1,716,696
-1,788,102
-1,781,193
-1,781,194
-1,716,195
-1,744,104
-1,716,197
-1,738,198
-1,789,105
-1,789,200
-1,783,201
-1,792,202
-1,744,203
-1,737,108
-1,758,205
-1,781,60
-1,781,207
-1,758,208
-1,737,110
-1,789,61
-1,737,111
-1,762,37
-1,789,62
-1,792,701
-1,738,113
-1,737,216
-1,737,217
-1,737,218
-1,738,115
-1,792,64
-1,716,221
-1,737,222
-1,792,223
-1,716,224
-1,716,678
-1,792,226
-1,792,227
-1,781,120
-1,781,229
-1,781,66
-1,744,231
-1,781,232
-1,716,233
-1,781,234
-1,716,235
-1,716,236
-1,716,237
-1,716,238
-1,716,239
-1,758,126
-1,744,26
-1,781,687
-1,744,243
-1,781,128
-1,716,245
-1,781,129
-1,716,655
-1,792,346
-1,759,249
-1,716,250
-1,716,131
-1,758,252
-1,716,132
-1,744,254
-1,792,255
-1,792,256
-1,781,683
-1,744,258
-1,738,135
-1,758,136
-1,792,261
-1,744,74
-1,716,677
-1,781,264
-1,738,138
-1,759,266
-1,716,139
-1,716,268
-1,716,140
-1,758,270
-1,758,271
-1,762,272
-1,758,142
-1,716,143
-1,788,28
-1,792,78
-1,716,277
-1,762,145
-1,716,279
-1,716,280
-1,716,281
-1,716,147
-1,781,283
-1,781,284
-1,762,148
-1,716,286
-1,792,80
-1,716,288
-1,716,150
-1,738,151
-1,716,291
-1,781,292
-1,788,152
-1,716,294
-1,758,153
-1,716,296
-1,781,297
-1,716,298
-1,745,155
-1,716,300
-1,792,301
-1,792,302
-1,744,21
-1,792,304
-1,716,305
-1,744,85
-1,758,307
-1,792,308
-1,716,309
-1,763,161
-1,744,86
-1,792,312
-1,763,162
-1,744,314
-1,792,315
-1,792,316
-1,792,88
-1,763,165
-1,781,319
-1,744,320
-1,781,321
-1,744,31
-1,763,167
-1,763,168
-1,758,325
-1,792,326
