22,23,9012860.0
304,287,1720770.0
83,78,870630.0
180,181,733050.0
429,427,638230.0
209,378,342310.0
198,194,329410.0
363,367,286790.0
276,239,279990.0
318,319,243660.0
177,182,239220.0
444,441,221360.0
133,134,184710.0
99,144,181970.0
65,68,170700.0
420,392,142160.0
178,187,121210.0
301,284,119850.0
329,326,113960.0
399,400,107320.0
190,191,86100.0
227,381,83090.0
295,285,71310.0
54,55,69480.0
453,377,66490.0
321,308,66400.0
129,127,59680.0
84,85,55990.0
120,379,46130.0
34,31,38780.0
317,312,35890.0
75,388,33880.0
359,387,31120.0
81,77,29500.0
104,101,27250.0
184,185,25400.0
203,66,23320.0
16,17,22720.0
322,325,20810.0
58,44,20200.0
35,37,19800.0
296,300,19410.0
259,262,18190.0
21,24,17800.0
340,341,17590.0
337,338,17200.0
2,3,16420.0
275,251,14980.0
407,410,14590.0
445,434,13450.0
200,201,13380.0
411,415,12810.0
126,128,12050.0
179,189,11260.0
272,246,10520.0
344,355,9860.0
356,375,9750.0
97,98,9670.0
457,455,9290.0
218,220,8930.0
258,277,8650.0
314,315,8290.0
113,114,8230.0
404,401,7920.0
289,293,7770.0
155,156,7530.0
174,175,7370.0
183,186,7260.0
449,352,7080.0
302,281,6320.0
422,425,5890.0
112,121,5690.0
49,56,4890.0
368,370,4840.0
339,361,4430.0
230,226,4140.0
110,111,3730.0
215,216,3640.0
1,426,3600.0
172,91,3580.0
196,197,3410.0
389,390,3190.0
256,236,3180.0
204,205,2840.0
42,59,2560.0
430,428,2460.0
146,147,2460.0
365,371,2340.0
271,242,2230.0
122,123,2190.0
437,438,2190.0
214,199,2180.0
211,210,1930.0
456,454,1780.0
233,217,1760.0
71,100,1700.0
95,96,1590.0
273,240,1280.0
423,424,1250.0
235,265,1200.0
28,52,1180.0
358,383,1110.0
231,232,1030.0
431,432,1030.0
62,53,980.0
305,306,960.0
419,418,930.0
63,36,930.0
6,7,920.0
188,176,910.0
421,394,860.0
90,89,780.0
333,334,760.0
413,412,730.0
195,193,670.0
159,163,590.0
118,119,530.0
385,116,530.0
9,18,500.0
26,27,480.0
450,451,450.0
307,311,450.0
50,51,450.0
279,280,450.0
332,313,430.0
406,414,420.0
374,376,410.0
274,238,380.0
109,8,370.0
357,362,370.0
43,30,340.0
202,213,340.0
250,263,300.0
170,171,300.0
45,61,290.0
142,143,290.0
106,108,280.0
278,266,250.0
92,93,240.0
82,67,240.0
342,343,230.0
254,243,210.0
249,260,200.0
369,366,200.0
331,309,200.0
105,107,190.0
131,255,190.0
228,223,170.0
33,32,170.0
207,347,160.0
57,29,150.0
253,237,130.0
234,224,130.0
290,291,130.0
373,360,120.0
173,169,120.0
402,393,110.0
222,225,100.0
74,87,100.0
229,221,90.0
219,348,90.0
73,72,90.0
0,11,90.0
79,192,80.0
152,164,80.0
141,158,80.0
391,386,70.0
168,166,70.0
4,14,70.0
405,416,60.0
380,384,60.0
436,351,60.0
15,12,60.0
398,408,50.0
248,261,40.0
64,38,40.0
257,241,40.0
396,76,30.0
151,140,30.0
102,103,20.0
46,39,20.0
372,353,20.0
41,60,20.0
138,139,20.0
433,435,10.0
269,245,10.0
252,349,0.0
115,447,0.0
452,247,0.0
448,446,0.0
440,443,0.0
439,442,0.0
212,70,0.0
208,298,0.0
206,86,0.0
25,19,0.0
403,409,0.0
48,40,0.0
397,137,0.0
395,417,0.0
47,345,0.0
382,354,0.0
94,69,0.0
364,346,0.0
335,336,0.0
328,310,0.0
327,330,0.0
167,165,0.0
324,320,0.0
323,350,0.0
160,162,0.0
80,88,0.0
20,10,0.0
5,13,0.0
316,136,0.0
154,117,0.0
153,161,0.0
303,294,0.0
150,157,0.0
148,149,0.0
288,297,0.0
283,292,0.0
282,286,0.0
145,135,0.0
270,264,0.0
268,244,0.0
132,125,0.0
267,299,0.0
130,124,0.0
