21489.0,0,21580.0,0.028598665395614873
21489.0,1,130490.0,0.03301139962001266
21489.0,2,23670.0,0.03861342694164107
21489.0,3,54100.0,0.1699826989619377
21489.0,4,44310.0,0.020497466605251036
21489.0,5,48980.0,0.047252512294205684
21489.0,6,153280.0,0.023982897989177635
21489.0,7,37990.0,0.01414842498665243
21489.0,8,30580.0,0.008575197889182058
21489.0,9,75180.0,0.09815950920245399
21854.0,0,20800.0,-0.03614457831325301
21854.0,1,128160.0,-0.017855774388842057
21854.0,2,21920.0,-0.0739332488381918
21854.0,3,60360.0,0.11571164510166358
21854.0,4,46480.0,0.04897314375987362
21854.0,5,45950.0,-0.06186198448346264
21854.0,6,157970.0,0.03059759916492693
21854.0,7,39290.0,0.03421953145564622
21854.0,8,32210.0,0.05330281229561805
21854.0,9,74660.0,-0.006916733173716414
22220.0,0,240.0,-0.9884615384615385
22220.0,1,1190.0,-0.9907147315855181
22220.0,2,220.0,-0.989963503649635
22220.0,3,1140.0,-0.9811133200795229
22220.0,4,290.0,-0.9937607573149742
22220.0,5,200.0,-0.9956474428726877
22220.0,6,3710.0,-0.976514528074951
22220.0,7,130.0,-0.996691270043268
22220.0,8,130.0,-0.9959639863396461
22220.0,9,780.0,-0.989552638628449
22585.0,0,570.0,1.375
22585.0,1,3270.0,1.7478991596638656
22585.0,2,490.0,1.2272727272727273
22585.0,3,5060.0,3.43859649122807
22585.0,4,270.0,-0.06896551724137931
22585.0,5,950.0,3.75
22585.0,6,3680.0,-0.008086253369272238
22585.0,7,2130.0,15.384615384615385
22585.0,8,440.0,2.3846153846153846
22585.0,9,1480.0,0.8974358974358975
22950.0,0,15080.0,25.45614035087719
22950.0,1,20190.0,5.174311926605505
22950.0,2,14560.0,28.714285714285715
22950.0,3,58620.0,10.58498023715415
22950.0,4,15540.0,56.55555555555556
22950.0,5,17670.0,17.6
22950.0,6,123410.0,32.53532608695652
22950.0,7,31060.0,13.582159624413146
22950.0,8,15220.0,33.59090909090909
22950.0,9,49060.0,32.148648648648646
23315.0,0,17540.0,0.16312997347480107
23315.0,1,73850.0,2.657751362060426
23315.0,2,17110.0,0.17513736263736263
23315.0,3,60830.0,0.03770044353462982
23315.0,4,34440.0,1.2162162162162162
23315.0,5,22690.0,0.2840973401245048
23315.0,6,155570.0,0.2605947654160927
23315.0,7,31460.0,0.0128783000643915
23315.0,8,35890.0,1.3580814717477003
23315.0,9,59880.0,0.22054626987362413
