21915.0,-100,-100,-100,7,80.0
22281.0,-100,-100,-100,7,98.0
21915.0,0,-100,-100,7,0.0
22281.0,0,-100,-100,7,0.0
21915.0,1,-100,-100,7,5.0
22281.0,1,-100,-100,7,6.0
21915.0,2,-100,-100,7,18.0
22281.0,2,-100,-100,7,16.0
21915.0,3,-100,-100,7,18.0
22281.0,3,-100,-100,7,32.0
21915.0,4,-100,-100,7,37.0
22281.0,4,-100,-100,7,50.0
21915.0,5,-100,-100,7,2.0
22281.0,5,-100,-100,7,4.0
21915.0,6,-100,-100,7,6.0
22281.0,6,-100,-100,7,5.0
21915.0,22,-100,-100,7,1.0
22281.0,22,-100,-100,7,0.0
21915.0,-100,10,-100,7,26.0
22281.0,-100,10,-100,7,39.0
21915.0,0,10,-100,7,0.0
22281.0,0,10,-100,7,0.0
21915.0,1,10,-100,7,3.0
22281.0,1,10,-100,7,3.0
21915.0,2,10,-100,7,1.0
22281.0,2,10,-100,7,6.0
21915.0,3,10,-100,7,4.0
22281.0,3,10,-100,7,11.0
21915.0,4,10,-100,7,15.0
22281.0,4,10,-100,7,21.0
21915.0,5,10,-100,7,1.0
22281.0,5,10,-100,7,3.0
21915.0,6,10,-100,7,1.0
22281.0,6,10,-100,7,2.0
21915.0,22,10,-100,7,1.0
22281.0,22,10,-100,7,0.0
21915.0,-100,16,-100,7,59.0
22281.0,-100,16,-100,7,64.0
21915.0,0,16,-100,7,0.0
22281.0,0,16,-100,7,0.0
21915.0,1,16,-100,7,2.0
22281.0,1,16,-100,7,3.0
21915.0,2,16,-100,7,17.0
22281.0,2,16,-100,7,12.0
21915.0,3,16,-100,7,13.0
22281.0,3,16,-100,7,20.0
21915.0,4,16,-100,7,24.0
22281.0,4,16,-100,7,30.0
21915.0,5,16,-100,7,1.0
22281.0,5,16,-100,7,3.0
21915.0,6,16,-100,7,5.0
22281.0,6,16,-100,7,4.0
21915.0,22,16,-100,7,0.0
22281.0,22,16,-100,7,0.0
21915.0,-100,22,-100,7,1.0
22281.0,-100,22,-100,7,3.0
21915.0,0,22,-100,7,0.0
22281.0,0,22,-100,7,0.0
21915.0,1,22,-100,7,0.0
22281.0,1,22,-100,7,0.0
21915.0,2,22,-100,7,0.0
22281.0,2,22,-100,7,0.0
21915.0,3,22,-100,7,1.0
22281.0,3,22,-100,7,2.0
21915.0,4,22,-100,7,0.0
22281.0,4,22,-100,7,1.0
21915.0,5,22,-100,7,0.0
22281.0,5,22,-100,7,0.0
21915.0,6,22,-100,7,0.0
22281.0,6,22,-100,7,0.0
21915.0,22,22,-100,7,0.0
22281.0,22,22,-100,7,0.0
21915.0,-100,-100,9,7,2.0
22281.0,-100,-100,9,7,1.0
21915.0,0,-100,9,7,0.0
22281.0,0,-100,9,7,0.0
21915.0,1,-100,9,7,0.0
22281.0,1,-100,9,7,1.0
21915.0,2,-100,9,7,0.0
22281.0,2,-100,9,7,0.0
21915.0,3,-100,9,7,0.0
22281.0,3,-100,9,7,0.0
21915.0,4,-100,9,7,2.0
22281.0,4,-100,9,7,0.0
21915.0,5,-100,9,7,0.0
22281.0,5,-100,9,7,0.0
21915.0,6,-100,9,7,0.0
22281.0,6,-100,9,7,0.0
21915.0,22,-100,9,7,0.0
22281.0,22,-100,9,7,0.0
21915.0,-100,10,9,7,2.0
22281.0,-100,10,9,7,0.0
21915.0,0,10,9,7,0.0
22281.0,0,10,9,7,0.0
21915.0,1,10,9,7,0.0
22281.0,1,10,9,7,0.0
21915.0,2,10,9,7,0.0
22281.0,2,10,9,7,0.0
21915.0,3,10,9,7,0.0
22281.0,3,10,9,7,0.0
21915.0,4,10,9,7,2.0
22281.0,4,10,9,7,0.0
21915.0,5,10,9,7,0.0
22281.0,5,10,9,7,0.0
21915.0,6,10,9,7,0.0
22281.0,6,10,9,7,0.0
21915.0,22,10,9,7,0.0
22281.0,22,10,9,7,0.0
21915.0,-100,16,9,7,0.0
22281.0,-100,16,9,7,1.0
21915.0,0,16,9,7,0.0
22281.0,0,16,9,7,0.0
21915.0,1,16,9,7,0.0
22281.0,1,16,9,7,1.0
21915.0,2,16,9,7,0.0
22281.0,2,16,9,7,0.0
21915.0,3,16,9,7,0.0
22281.0,3,16,9,7,0.0
21915.0,4,16,9,7,0.0
22281.0,4,16,9,7,0.0
21915.0,5,16,9,7,0.0
22281.0,5,16,9,7,0.0
21915.0,6,16,9,7,0.0
22281.0,6,16,9,7,0.0
21915.0,22,16,9,7,0.0
22281.0,22,16,9,7,0.0
21915.0,-100,22,9,7,0.0
22281.0,-100,22,9,7,0.0
21915.0,0,22,9,7,0.0
22281.0,0,22,9,7,0.0
21915.0,1,22,9,7,0.0
22281.0,1,22,9,7,0.0
21915.0,2,22,9,7,0.0
22281.0,2,22,9,7,0.0
21915.0,3,22,9,7,0.0
22281.0,3,22,9,7,0.0
21915.0,4,22,9,7,0.0
22281.0,4,22,9,7,0.0
21915.0,5,22,9,7,0.0
22281.0,5,22,9,7,0.0
21915.0,6,22,9,7,0.0
22281.0,6,22,9,7,0.0
21915.0,22,22,9,7,0.0
22281.0,22,22,9,7,0.0
21915.0,-100,-100,11,7,0.0
22281.0,-100,-100,11,7,1.0
21915.0,0,-100,11,7,0.0
22281.0,0,-100,11,7,0.0
21915.0,1,-100,11,7,0.0
22281.0,1,-100,11,7,0.0
21915.0,2,-100,11,7,0.0
22281.0,2,-100,11,7,0.0
21915.0,3,-100,11,7,0.0
22281.0,3,-100,11,7,1.0
21915.0,4,-100,11,7,0.0
22281.0,4,-100,11,7,0.0
21915.0,5,-100,11,7,0.0
22281.0,5,-100,11,7,0.0
21915.0,6,-100,11,7,0.0
22281.0,6,-100,11,7,0.0
21915.0,22,-100,11,7,0.0
22281.0,22,-100,11,7,0.0
