9,7,21915.0,-100,-100,2.0
11,7,21915.0,-100,-100,0.0
12,7,21915.0,-100,-100,6.0
23,7,21915.0,-100,-100,60.0
24,7,21915.0,-100,-100,7.0
26,7,21915.0,-100,-100,18.0
-100,7,21915.0,-100,-100,92.0
9,8,21915.0,-100,-100,0.0
11,8,21915.0,-100,-100,0.0
12,8,21915.0,-100,-100,0.0
23,8,21915.0,-100,-100,4.0
24,8,21915.0,-100,-100,0.0
26,8,21915.0,-100,-100,0.0
-100,8,21915.0,-100,-100,4.0
9,13,21915.0,-100,-100,0.0
11,13,21915.0,-100,-100,0.0
12,13,21915.0,-100,-100,0.0
23,13,21915.0,-100,-100,13.0
24,13,21915.0,-100,-100,4.0
26,13,21915.0,-100,-100,4.0
-100,13,21915.0,-100,-100,21.0
9,14,21915.0,-100,-100,0.0
11,14,21915.0,-100,-100,0.0
12,14,21915.0,-100,-100,0.0
23,14,21915.0,-100,-100,11.0
24,14,21915.0,-100,-100,0.0
26,14,21915.0,-100,-100,1.0
-100,14,21915.0,-100,-100,12.0
9,15,21915.0,-100,-100,0.0
11,15,21915.0,-100,-100,2.0
12,15,21915.0,-100,-100,1.0
23,15,21915.0,-100,-100,59.0
24,15,21915.0,-100,-100,8.0
26,15,21915.0,-100,-100,8.0
-100,15,21915.0,-100,-100,74.0
9,17,21915.0,-100,-100,4.0
11,17,21915.0,-100,-100,2.0
12,17,21915.0,-100,-100,4.0
23,17,21915.0,-100,-100,89.0
24,17,21915.0,-100,-100,7.0
26,17,21915.0,-100,-100,6.0
-100,17,21915.0,-100,-100,112.0
9,18,21915.0,-100,-100,1.0
11,18,21915.0,-100,-100,0.0
12,18,21915.0,-100,-100,0.0
23,18,21915.0,-100,-100,1.0
24,18,21915.0,-100,-100,0.0
26,18,21915.0,-100,-100,0.0
-100,18,21915.0,-100,-100,2.0
9,19,21915.0,-100,-100,0.0
11,19,21915.0,-100,-100,0.0
12,19,21915.0,-100,-100,0.0
23,19,21915.0,-100,-100,2.0
24,19,21915.0,-100,-100,0.0
26,19,21915.0,-100,-100,0.0
-100,19,21915.0,-100,-100,2.0
9,20,21915.0,-100,-100,0.0
11,20,21915.0,-100,-100,0.0
12,20,21915.0,-100,-100,0.0
23,20,21915.0,-100,-100,7.0
24,20,21915.0,-100,-100,0.0
26,20,21915.0,-100,-100,2.0
-100,20,21915.0,-100,-100,9.0
9,21,21915.0,-100,-100,2.0
11,21,21915.0,-100,-100,1.0
12,21,21915.0,-100,-100,4.0
23,21,21915.0,-100,-100,86.0
24,21,21915.0,-100,-100,5.0
26,21,21915.0,-100,-100,10.0
