-100,-100,-100,-100,,-100,,,4745.0
-100,-100,-100,-100,,9,,,87.0
-100,-100,-100,-100,,9,22281.0,,11.0
-100,-100,-100,-100,,9,22281.0,22554.0,4.0
-100,-100,-100,-100,,9,22281.0,22524.0,2.0
-100,-100,-100,-100,,9,22281.0,22493.0,1.0
-100,-100,-100,-100,,9,22281.0,22432.0,2.0
-100,-100,-100,-100,,9,22281.0,22401.0,1.0
-100,-100,-100,-100,,9,22281.0,22312.0,1.0
-100,-100,-100,-100,,9,21915.0,,14.0
-100,-100,-100,-100,,9,21915.0,22250.0,1.0
-100,-100,-100,-100,,9,21915.0,22189.0,2.0
-100,-100,-100,-100,,9,21915.0,22159.0,1.0
-100,-100,-100,-100,,9,21915.0,22128.0,1.0
-100,-100,-100,-100,,9,21915.0,22097.0,1.0
-100,-100,-100,-100,,9,21915.0,22067.0,1.0
-100,-100,-100,-100,,9,21915.0,22006.0,1.0
-100,-100,-100,-100,,9,21915.0,21975.0,1.0
-100,-100,-100,-100,,9,21915.0,21946.0,1.0
-100,-100,-100,-100,,9,21915.0,21915.0,4.0
-100,-100,-100,-100,,9,21550.0,,15.0
-100,-100,-100,-100,,9,21550.0,21884.0,1.0
-100,-100,-100,-100,,9,21550.0,21823.0,1.0
-100,-100,-100,-100,,9,21550.0,21701.0,3.0
-100,-100,-100,-100,,9,21550.0,21609.0,4.0
-100,-100,-100,-100,,9,21550.0,21581.0,4.0
-100,-100,-100,-100,,9,21550.0,21550.0,2.0
-100,-100,-100,-100,,9,21185.0,,27.0
-100,-100,-100,-100,,9,21185.0,21519.0,1.0
-100,-100,-100,-100,,9,21185.0,21489.0,2.0
-100,-100,-100,-100,,9,21185.0,21458.0,1.0
-100,-100,-100,-100,,9,21185.0,21397.0,2.0
-100,-100,-100,-100,,9,21185.0,21366.0,4.0
-100,-100,-100,-100,,9,21185.0,21336.0,2.0
-100,-100,-100,-100,,9,21185.0,21305.0,7.0
-100,-100,-100,-100,,9,21185.0,21275.0,4.0
-100,-100,-100,-100,,9,21185.0,21216.0,3.0
-100,-100,-100,-100,,9,21185.0,21185.0,1.0
-100,-100,-100,-100,,9,20820.0,,9.0
-100,-100,-100,-100,,9,20820.0,21001.0,1.0
-100,-100,-100,-100,,9,20820.0,20940.0,4.0
-100,-100,-100,-100,,9,20820.0,20879.0,1.0
-100,-100,-100,-100,,9,20820.0,20851.0,2.0
-100,-100,-100,-100,,9,20820.0,20820.0,1.0
-100,-100,-100,-100,,9,20454.0,,11.0
-100,-100,-100,-100,,9,20454.0,20789.0,2.0
-100,-100,-100,-100,,9,20454.0,20728.0,1.0
-100,-100,-100,-100,,9,20454.0,20698.0,1.0
-100,-100,-100,-100,,9,20454.0,20667.0,1.0
-100,-100,-100,-100,,9,20454.0,20636.0,2.0
-100,-100,-100,-100,,9,20454.0,20575.0,2.0
-100,-100,-100,-100,,9,20454.0,20514.0,1.0
-100,-100,-100,-100,,9,20454.0,20454.0,1.0
-100,-100,-100,-100,,11,,,62.0
-100,-100,-100,-100,,11,22281.0,,3.0
-100,-100,-100,-100,,11,22281.0,22554.0,1.0
-100,-100,-100,-100,,11,22281.0,22524.0,1.0
-100,-100,-100,-100,,11,22281.0,22432.0,1.0
-100,-100,-100,-100,,11,21915.0,,11.0
-100,-100,-100,-100,,11,21915.0,22250.0,1.0
-100,-100,-100,-100,,11,21915.0,22159.0,1.0
-100,-100,-100,-100,,11,21915.0,22128.0,2.0
-100,-100,-100,-100,,11,21915.0,22097.0,1.0
-100,-100,-100,-100,,11,21915.0,22067.0,1.0
-100,-100,-100,-100,,11,21915.0,22036.0,1.0
-100,-100,-100,-100,,11,21915.0,22006.0,1.0
-100,-100,-100,-100,,11,21915.0,21975.0,2.0
-100,-100,-100,-100,,11,21915.0,21946.0,1.0
-100,-100,-100,-100,,11,21550.0,,17.0
-100,-100,-100,-100,,11,21550.0,21884.0,1.0
-100,-100,-100,-100,,11,21550.0,21854.0,4.0
-100,-100,-100,-100,,11,21550.0,21823.0,3.0
-100,-100,-100,-100,,11,21550.0,21731.0,1.0
-100,-100,-100,-100,,11,21550.0,21701.0,5.0
-100,-100,-100,-100,,11,21550.0,21609.0,1.0
-100,-100,-100,-100,,11,21550.0,21550.0,2.0
-100,-100,-100,-100,,11,21185.0,,17.0
-100,-100,-100,-100,,11,21185.0,21458.0,2.0
-100,-100,-100,-100,,11,21185.0,21397.0,6.0
-100,-100,-100,-100,,11,21185.0,21336.0,1.0
-100,-100,-100,-100,,11,21185.0,21305.0,2.0
-100,-100,-100,-100,,11,21185.0,21275.0,1.0
-100,-100,-100,-100,,11,21185.0,21216.0,4.0
-100,-100,-100,-100,,11,21185.0,21185.0,1.0
-100,-100,-100,-100,,11,20820.0,,11.0
-100,-100,-100,-100,,11,20820.0,21001.0,3.0
-100,-100,-100,-100,,11,20820.0,20971.0,2.0
-100,-100,-100,-100,,11,20820.0,20940.0,1.0
-100,-100,-100,-100,,11,20820.0,20910.0,1.0
-100,-100,-100,-100,,11,20820.0,20879.0,1.0
-100,-100,-100,-100,,11,20820.0,20820.0,3.0
-100,-100,-100,-100,,11,20454.0,,3.0
-100,-100,-100,-100,,11,20454.0,20789.0,1.0
-100,-100,-100,-100,,11,20454.0,20667.0,1.0
-100,-100,-100,-100,,11,20454.0,20514.0,1.0
-100,-100,-100,-100,,12,,,124.0
-100,-100,-100,-100,,12,22281.0,,29.0
-100,-100,-100,-100,,12,22281.0,22524.0,6.0
-100,-100,-100,-100,,12,22281.0,22493.0,7.0
-100,-100,-100,-100,,12,22281.0,22462.0,2.0
-100,-100,-100,-100,,12,22281.0,22432.0,1.0
-100,-100,-100,-100,,12,22281.0,22401.0,1.0
-100,-100,-100,-100,,12,22281.0,22371.0,1.0
-100,-100,-100,-100,,12,22281.0,22340.0,3.0
-100,-100,-100,-100,,12,22281.0,22312.0,5.0
-100,-100,-100,-100,,12,22281.0,22281.0,3.0
-100,-100,-100,-100,,12,21915.0,,32.0
-100,-100,-100,-100,,12,21915.0,22220.0,1.0
-100,-100,-100,-100,,12,21915.0,22189.0,1.0
-100,-100,-100,-100,,12,21915.0,22159.0,4.0
-100,-100,-100,-100,,12,21915.0,22128.0,3.0
-100,-100,-100,-100,,12,21915.0,22097.0,6.0
-100,-100,-100,-100,,12,21915.0,22067.0,2.0
-100,-100,-100,-100,,12,21915.0,22036.0,1.0
-100,-100,-100,-100,,12,21915.0,22006.0,5.0
-100,-100,-100,-100,,12,21915.0,21975.0,1.0
-100,-100,-100,-100,,12,21915.0,21946.0,5.0
-100,-100,-100,-100,,12,21915.0,21915.0,3.0
-100,-100,-100,-100,,12,21550.0,,26.0
-100,-100,-100,-100,,12,21550.0,21884.0,3.0
-100,-100,-100,-100,,12,21550.0,21854.0,2.0
-100,-100,-100,-100,,12,21550.0,21823.0,2.0
-100,-100,-100,-100,,12,21550.0,21762.0,4.0
-100,-100,-100,-100,,12,21550.0,21731.0,1.0
-100,-100,-100,-100,,12,21550.0,21701.0,2.0
-100,-100,-100,-100,,12,21550.0,21670.0,1.0
-100,-100,-100,-100,,12,21550.0,21640.0,5.0
-100,-100,-100,-100,,12,21550.0,21609.0,1.0
-100,-100,-100,-100,,12,21550.0,21581.0,3.0
-100,-100,-100,-100,,12,21550.0,21550.0,2.0
-100,-100,-100,-100,,12,21185.0,,17.0
-100,-100,-100,-100,,12,21185.0,21489.0,1.0
-100,-100,-100,-100,,12,21185.0,21458.0,1.0
-100,-100,-100,-100,,12,21185.0,21428.0,1.0
-100,-100,-100,-100,,12,21185.0,21397.0,1.0
-100,-100,-100,-100,,12,21185.0,21366.0,2.0
-100,-100,-100,-100,,12,21185.0,21336.0,1.0
-100,-100,-100,-100,,12,21185.0,21305.0,2.0
-100,-100,-100,-100,,12,21185.0,21275.0,3.0
-100,-100,-100,-100,,12,21185.0,21216.0,5.0
-100,-100,-100,-100,,12,20820.0,,12.0
-100,-100,-100,-100,,12,20820.0,21032.0,1.0
-100,-100,-100,-100,,12,20820.0,21001.0,5.0
-100,-100,-100,-100,,12,20820.0,20940.0,3.0
-100,-100,-100,-100,,12,20820.0,20820.0,3.0
-100,-100,-100,-100,,12,20454.0,,8.0
-100,-100,-100,-100,,12,20454.0,20759.0,1.0
-100,-100,-100,-100,,12,20454.0,20728.0,1.0
-100,-100,-100,-100,,12,20454.0,20698.0,1.0
-100,-100,-100,-100,,12,20454.0,20606.0,2.0
-100,-100,-100,-100,,12,20454.0,20545.0,1.0
-100,-100,-100,-100,,12,20454.0,20485.0,2.0
-100,-100,-100,-100,,23,,,3165.0
-100,-100,-100,-100,,23,22281.0,,437.0
-100,-100,-100,-100,,23,22281.0,22615.0,15.0
-100,-100,-100,-100,,23,22281.0,22585.0,15.0
-100,-100,-100,-100,,23,22281.0,22554.0,48.0
-100,-100,-100,-100,,23,22281.0,22524.0,46.0
-100,-100,-100,-100,,23,22281.0,22493.0,24.0
-100,-100,-100,-100,,23,22281.0,22462.0,30.0
-100,-100,-100,-100,,23,22281.0,22432.0,27.0
-100,-100,-100,-100,,23,22281.0,22401.0,29.0
-100,-100,-100,-100,,23,22281.0,22371.0,21.0
-100,-100,-100,-100,,23,22281.0,22340.0,54.0
-100,-100,-100,-100,,23,22281.0,22312.0,51.0
-100,-100,-100,-100,,23,22281.0,22281.0,77.0
-100,-100,-100,-100,,23,21915.0,,616.0
-100,-100,-100,-100,,23,21915.0,22250.0,17.0
-100,-100,-100,-100,,23,21915.0,22220.0,11.0
-100,-100,-100,-100,,23,21915.0,22189.0,48.0
-100,-100,-100,-100,,23,21915.0,22159.0,46.0
-100,-100,-100,-100,,23,21915.0,22128.0,71.0
-100,-100,-100,-100,,23,21915.0,22097.0,108.0
-100,-100,-100,-100,,23,21915.0,22067.0,75.0
-100,-100,-100,-100,,23,21915.0,22036.0,47.0
-100,-100,-100,-100,,23,21915.0,22006.0,44.0
-100,-100,-100,-100,,23,21915.0,21975.0,47.0
-100,-100,-100,-100,,23,21915.0,21946.0,43.0
-100,-100,-100,-100,,23,21915.0,21915.0,59.0
-100,-100,-100,-100,,23,21550.0,,668.0
-100,-100,-100,-100,,23,21550.0,21884.0,31.0
-100,-100,-100,-100,,23,21550.0,21854.0,53.0
-100,-100,-100,-100,,23,21550.0,21823.0,36.0
-100,-100,-100,-100,,23,21550.0,21793.0,50.0
-100,-100,-100,-100,,23,21550.0,21762.0,31.0
-100,-100,-100,-100,,23,21550.0,21731.0,45.0
-100,-100,-100,-100,,23,21550.0,21701.0,60.0
-100,-100,-100,-100,,23,21550.0,21670.0,52.0
-100,-100,-100,-100,,23,21550.0,21640.0,71.0
-100,-100,-100,-100,,23,21550.0,21609.0,85.0
-100,-100,-100,-100,,23,21550.0,21581.0,76.0
-100,-100,-100,-100,,23,21550.0,21550.0,78.0
-100,-100,-100,-100,,23,21185.0,,586.0
-100,-100,-100,-100,,23,21185.0,21519.0,10.0
-100,-100,-100,-100,,23,21185.0,21489.0,4.0
-100,-100,-100,-100,,23,21185.0,21458.0,14.0
-100,-100,-100,-100,,23,21185.0,21428.0,6.0
-100,-100,-100,-100,,23,21185.0,21397.0,39.0
-100,-100,-100,-100,,23,21185.0,21366.0,64.0
-100,-100,-100,-100,,23,21185.0,21336.0,80.0
-100,-100,-100,-100,,23,21185.0,21305.0,89.0
-100,-100,-100,-100,,23,21185.0,21275.0,82.0
-100,-100,-100,-100,,23,21185.0,21244.0,87.0
-100,-100,-100,-100,,23,21185.0,21216.0,69.0
-100,-100,-100,-100,,23,21185.0,21185.0,42.0
-100,-100,-100,-100,,23,20820.0,,443.0
-100,-100,-100,-100,,23,20820.0,21124.0,2.0
-100,-100,-100,-100,,23,20820.0,21093.0,3.0
-100,-100,-100,-100,,23,20820.0,21063.0,13.0
-100,-100,-100,-100,,23,20820.0,21032.0,11.0
-100,-100,-100,-100,,23,20820.0,21001.0,35.0
-100,-100,-100,-100,,23,20820.0,20971.0,62.0
-100,-100,-100,-100,,23,20820.0,20940.0,54.0
