-100,-100,-100,-100,,,3886.0
-100,-100,-100,-100,20454.0,,509.0
-100,-100,-100,-100,20454.0,20454.0,35.0
-100,-100,-100,-100,20454.0,20485.0,31.0
-100,-100,-100,-100,20454.0,20514.0,37.0
-100,-100,-100,-100,20454.0,20545.0,49.0
-100,-100,-100,-100,20454.0,20575.0,46.0
-100,-100,-100,-100,20454.0,20606.0,43.0
-100,-100,-100,-100,20454.0,20636.0,63.0
-100,-100,-100,-100,20454.0,20667.0,44.0
-100,-100,-100,-100,20454.0,20698.0,35.0
-100,-100,-100,-100,20454.0,20728.0,41.0
-100,-100,-100,-100,20454.0,20759.0,54.0
-100,-100,-100,-100,20454.0,20789.0,31.0
-100,-100,-100,-100,20820.0,,561.0
-100,-100,-100,-100,20820.0,20820.0,95.0
-100,-100,-100,-100,20820.0,20851.0,82.0
-100,-100,-100,-100,20820.0,20879.0,84.0
-100,-100,-100,-100,20820.0,20910.0,86.0
-100,-100,-100,-100,20820.0,20940.0,68.0
-100,-100,-100,-100,20820.0,20971.0,59.0
-100,-100,-100,-100,20820.0,21001.0,48.0
-100,-100,-100,-100,20820.0,21032.0,21.0
-100,-100,-100,-100,20820.0,21063.0,10.0
-100,-100,-100,-100,20820.0,21093.0,5.0
-100,-100,-100,-100,20820.0,21124.0,3.0
-100,-100,-100,-100,21185.0,,697.0
-100,-100,-100,-100,21185.0,21185.0,48.0
-100,-100,-100,-100,21185.0,21216.0,80.0
-100,-100,-100,-100,21185.0,21244.0,96.0
-100,-100,-100,-100,21185.0,21275.0,96.0
-100,-100,-100,-100,21185.0,21305.0,114.0
-100,-100,-100,-100,21185.0,21336.0,99.0
-100,-100,-100,-100,21185.0,21366.0,64.0
-100,-100,-100,-100,21185.0,21397.0,48.0
-100,-100,-100,-100,21185.0,21428.0,8.0
-100,-100,-100,-100,21185.0,21458.0,19.0
-100,-100,-100,-100,21185.0,21489.0,11.0
-100,-100,-100,-100,21185.0,21519.0,14.0
-100,-100,-100,-100,21550.0,,859.0
-100,-100,-100,-100,21550.0,21550.0,101.0
-100,-100,-100,-100,21550.0,21581.0,86.0
-100,-100,-100,-100,21550.0,21609.0,110.0
-100,-100,-100,-100,21550.0,21640.0,86.0
-100,-100,-100,-100,21550.0,21670.0,71.0
-100,-100,-100,-100,21550.0,21701.0,84.0
-100,-100,-100,-100,21550.0,21731.0,69.0
-100,-100,-100,-100,21550.0,21762.0,43.0
-100,-100,-100,-100,21550.0,21793.0,44.0
-100,-100,-100,-100,21550.0,21823.0,50.0
-100,-100,-100,-100,21550.0,21854.0,64.0
-100,-100,-100,-100,21550.0,21884.0,51.0
-100,-100,-100,-100,21915.0,,732.0
-100,-100,-100,-100,21915.0,21915.0,84.0
-100,-100,-100,-100,21915.0,21946.0,79.0
-100,-100,-100,-100,21915.0,21975.0,68.0
-100,-100,-100,-100,21915.0,22006.0,55.0
-100,-100,-100,-100,21915.0,22036.0,47.0
-100,-100,-100,-100,21915.0,22067.0,77.0
-100,-100,-100,-100,21915.0,22097.0,111.0
-100,-100,-100,-100,21915.0,22128.0,82.0
-100,-100,-100,-100,21915.0,22159.0,48.0
-100,-100,-100,-100,21915.0,22189.0,41.0
-100,-100,-100,-100,21915.0,22220.0,17.0
-100,-100,-100,-100,21915.0,22250.0,23.0
-100,-100,-100,-100,22281.0,,528.0
-100,-100,-100,-100,22281.0,22281.0,79.0
-100,-100,-100,-100,22281.0,22312.0,60.0
-100,-100,-100,-100,22281.0,22340.0,69.0
-100,-100,-100,-100,22281.0,22371.0,27.0
-100,-100,-100,-100,22281.0,22401.0,25.0
-100,-100,-100,-100,22281.0,22432.0,34.0
-100,-100,-100,-100,22281.0,22462.0,35.0
-100,-100,-100,-100,22281.0,22493.0,44.0
-100,-100,-100,-100,22281.0,22524.0,71.0
-100,-100,-100,-100,22281.0,22554.0,50.0
-100,-100,-100,-100,22281.0,22585.0,17.0
-100,-100,-100,-100,22281.0,22615.0,17.0
10,-100,7,-100,,,116.0
10,-100,7,-100,20454.0,,2.0
10,-100,7,-100,20454.0,20575.0,1.0
10,-100,7,-100,20454.0,20667.0,1.0
10,-100,7,-100,20820.0,,2.0
10,-100,7,-100,20820.0,20820.0,2.0
10,-100,7,-100,21185.0,,18.0
10,-100,7,-100,21185.0,21185.0,2.0
10,-100,7,-100,21185.0,21216.0,4.0
10,-100,7,-100,21185.0,21244.0,1.0
10,-100,7,-100,21185.0,21275.0,2.0
10,-100,7,-100,21185.0,21305.0,5.0
10,-100,7,-100,21185.0,21336.0,1.0
10,-100,7,-100,21185.0,21397.0,1.0
10,-100,7,-100,21185.0,21428.0,1.0
10,-100,7,-100,21185.0,21458.0,1.0
10,-100,7,-100,21550.0,,29.0
10,-100,7,-100,21550.0,21550.0,4.0
10,-100,7,-100,21550.0,21581.0,2.0
10,-100,7,-100,21550.0,21609.0,5.0
